Title,Location,Compensation,Min_Comp,Max_Comp
State Farm ® Business Analyst salaries,"Charlotte, North Carolina Area","$64,900/yr",44300,95100
State Farm ® Business Analyst salaries,"Tampa/St. Petersburg, Florida Area","$61,600/yr",42100,90300
State Farm ® Business Analyst salaries,"Greater Nashville Area, TN","$61,700/yr",42100,90400
State Farm ® Business Analyst salaries,"Wilmington, North Carolina Area","$58,100/yr",39700,85100
State Farm ® Business Analyst salaries,"Reading, Pennsylvania Area","$63,800/yr",43500,93400
State Farm ® Data Analyst salaries,Greater New York City Area,"$62,500/yr",42600,91500
State Farm ® Data Analyst salaries,Greater Los Angeles Area,"$59,800/yr",40800,87600
State Farm ® Data Analyst salaries,San Francisco Bay Area,"$70,000/yr",47800,102000
State Farm ® Data Analyst salaries,Greater Chicago Area,"$57,300/yr",39100,84000
State Farm ® Data Analyst salaries,Greater Denver Area,"$56,800/yr",38800,83200
State Farm ® Data Analyst salaries,"Greater Grand Rapids, Michigan Area","$50,400/yr",34400,73800
State Farm ® Data Analyst salaries,"Iowa City, Iowa Area","$49,400/yr",33800,72400
State Farm ® Data Analyst salaries,"Springfield, Illinois Area","$52,100/yr",35600,76400
State Farm ® Data Analyst salaries,"Bloomington, Indiana Area","$48,200/yr",32900,70700
State Farm ® Data Analyst salaries,"Decatur, Illinois Area","$51,000/yr",34800,74700
State Farm ® Business Consultant salaries,Greater New York City Area,"$80,300/yr",54800,118000
State Farm ® Business Consultant salaries,Greater Los Angeles Area,"$76,900/yr",52500,113000
State Farm ® Business Consultant salaries,San Francisco Bay Area,"$90,000/yr",61400,132000
State Farm ® Business Consultant salaries,Greater Chicago Area,"$73,700/yr",50300,108000
State Farm ® Business Consultant salaries,Dallas/Fort Worth Area,"$72,300/yr",49300,106000
State Farm ® Business Consultant salaries,Greater Atlanta Area,"$70,800/yr",48300,104000
State Farm ® Business Consultant salaries,"Houston, Texas Area","$77,400/yr",52900,113000
State Farm ® Business Consultant salaries,Greater Denver Area,"$73,000/yr",49900,107000
State Farm ® Business Consultant salaries,Greater Minneapolis-St. Paul Area,"$73,200/yr",50000,107000
State Farm ® Business Consultant salaries,Greater Detroit Area,"$71,200/yr",48600,104000
State Farm ® Business Consultant salaries,"Austin, Texas Area","$71,300/yr",48700,104000
State Farm ® Business Consultant salaries,"Portland, Oregon Area","$72,900/yr",49800,107000
State Farm ® Business Consultant salaries,"Charlotte, North Carolina Area","$70,000/yr",47800,103000
State Farm ® Business Consultant salaries,"Greater Nashville Area, TN","$66,600/yr",45500,97500
State Farm ® Business Consultant salaries,"Lincoln, Nebraska Area","$63,900/yr",43600,93600
State Farm ® Business Consultant salaries,"Anchorage, Alaska Area","$75,300/yr",51400,110000
State Farm ® Business Consultant salaries,"El Paso, Texas Area","$62,400/yr",42600,91400
State Farm ® Business Consultant salaries,"Monroe, Louisiana Area","$60,600/yr",41400,88800
State Farm ® Business Consultant salaries,"Great Falls, Montana Area","$61,600/yr",42000,90200
State Farm ® Senior Data Analyst salaries,"Austin, Texas Area","$74,800/yr",51100,110000
State Farm ® Database Analyst salaries,"Lincoln, Nebraska Area","$59,600/yr",40700,87300
State Farm ® Data Management Analyst salaries,"Decatur, Illinois Area","$47,900/yr",32700,70200
Scotiabank Business Analyst salaries,"Charlotte, North Carolina Area","$78,600/yr",62800,98400
Scotiabank Business Consultant salaries,Greater New York City Area,"$97,300/yr",77700,122000
Tech Mahindra Business Analyst salaries,Greater Seattle Area,"$59,500/yr",44900,78900
Tech Mahindra Business Analyst salaries,"Houston, Texas Area","$57,800/yr",43700,76700
Tech Mahindra Business Analyst salaries,Greater Detroit Area,"$53,200/yr",40200,70500
Tech Mahindra Business Analyst salaries,"Greater Nashville Area, TN","$49,700/yr",37500,65900
Tech Mahindra Data Analyst salaries,San Francisco Bay Area,"$56,400/yr",42600,74700
Tech Mahindra Data Analyst salaries,Greater Atlanta Area,"$44,400/yr",33500,58800
Tech Mahindra Data Analyst salaries,"Houston, Texas Area","$48,500/yr",36600,64300
Tech Mahindra Business Consultant salaries,Greater New York City Area,"$64,700/yr",48800,85800
Tech Mahindra Business Consultant salaries,San Francisco Bay Area,"$72,500/yr",54700,96100
Tech Mahindra Business Consultant salaries,Greater Boston Area,"$61,900/yr",46700,82000
Tech Mahindra Business Consultant salaries,Dallas/Fort Worth Area,"$58,200/yr",44000,77200
Tech Mahindra Business Consultant salaries,Greater Seattle Area,"$64,200/yr",48400,85100
Tech Mahindra Business Consultant salaries,Greater Denver Area,"$58,900/yr",44400,78000
Tech Mahindra Business Consultant salaries,Greater Minneapolis-St. Paul Area,"$59,000/yr",44500,78200
Tech Mahindra Business Consultant salaries,Greater Detroit Area,"$57,400/yr",43300,76100
Tech Mahindra Business Consultant salaries,"Raleigh-Durham, North Carolina Area","$56,600/yr",42700,75100
Tech Mahindra Business Consultant salaries,"Birmingham, Alabama Area","$54,200/yr",40900,71800
Tech Mahindra Solutions Analyst salaries,"Kalamazoo, Michigan Area","$44,500/yr",33600,59000
Tech Mahindra Database Analyst salaries,"Kansas City, Missouri Area","$50,500/yr",38100,67000
Kaiser Permanente Business Analyst salaries,Greater Seattle Area,"$98,100/yr",65400,147000
Kaiser Permanente Business Analyst salaries,"Houston, Texas Area","$95,400/yr",63500,143000
Kaiser Permanente Business Analyst salaries,Greater Denver Area,"$89,900/yr",59900,135000
Kaiser Permanente Business Analyst salaries,"Tampa/St. Petersburg, Florida Area","$81,900/yr",54600,123000
Kaiser Permanente Data Analyst salaries,Greater New York City Area,"$83,000/yr",55300,125000
Kaiser Permanente Data Analyst salaries,Greater Los Angeles Area,"$79,400/yr",52900,119000
Kaiser Permanente Data Analyst salaries,Greater Chicago Area,"$76,200/yr",50800,114000
Kaiser Permanente Data Analyst salaries,Greater Atlanta Area,"$73,100/yr",48700,110000
Kaiser Permanente Data Analyst salaries,Greater Seattle Area,"$82,300/yr",54800,124000
Kaiser Permanente Data Analyst salaries,Greater Denver Area,"$75,400/yr",50300,113000
Kaiser Permanente Data Analyst salaries,"Portland, Oregon Area","$75,400/yr",50200,113000
Kaiser Permanente Data Analyst salaries,"Bryan/College Station, Texas Area","$65,200/yr",43500,97900
Kaiser Permanente Business Consultant salaries,Greater Atlanta Area,"$94,000/yr",62700,141000
Kaiser Permanente Business Consultant salaries,Greater Seattle Area,"$106,000/yr",70500,159000
Kaiser Permanente Business Consultant salaries,Greater Detroit Area,"$94,600/yr",63100,142000
Kaiser Permanente Business Consultant salaries,"Portland, Oregon Area","$96,900/yr",64600,145000
Kaiser Permanente Business Consultant salaries,"Raleigh-Durham, North Carolina Area","$93,400/yr",62200,140000
Kaiser Permanente Business Consultant salaries,"Stockton, California Area","$94,800/yr",63200,142000
Kaiser Permanente Senior Data Analyst salaries,"Portland, Oregon Area","$102,000/yr",67800,153000
Kaiser Permanente Data Management Analyst salaries,"Portland, Oregon Area","$76,600/yr",51000,115000
Barclays Business Analyst salaries,Miami/Fort Lauderdale Area,"$74,000/yr",57300,95500
Barclays Business Analyst salaries,"Austin, Texas Area","$76,800/yr",59500,99100
Barclays Data Analyst salaries,Greater New York City Area,"$72,500/yr",56200,93700
Uber Business Analyst salaries,Greater Denver Area,"$82,000/yr",57200,118000
Uber Business Analyst salaries,"Phoenix, Arizona Area","$78,500/yr",54700,113000
Uber Business Analyst salaries,"Kansas City, Missouri Area","$76,100/yr",53000,109000
Uber Data Analyst salaries,Greater New York City Area,"$75,700/yr",52700,109000
Uber Data Analyst salaries,Greater Los Angeles Area,"$72,500/yr",50500,104000
Uber Data Analyst salaries,Greater Chicago Area,"$69,500/yr",48400,99700
Uber Data Analyst salaries,Greater Seattle Area,"$75,100/yr",52300,108000
Uber Data Analyst salaries,Greater Denver Area,"$68,800/yr",48000,98800
Uber Data Analyst salaries,"Phoenix, Arizona Area","$65,900/yr",45900,94600
Uber Data Analyst salaries,"Greater Nashville Area, TN","$62,800/yr",43700,90100
Uber Business Consultant salaries,San Francisco Bay Area,"$109,000/yr",76000,157000
Northrop Grumman Business Analyst salaries,Greater Denver Area,"$77,000/yr",56100,106000
Northrop Grumman Business Analyst salaries,Greater Detroit Area,"$75,100/yr",54700,103000
Northrop Grumman Business Analyst salaries,Miami/Fort Lauderdale Area,"$72,500/yr",52700,99500
Northrop Grumman Business Analyst salaries,"Phoenix, Arizona Area","$73,700/yr",53700,101000
Northrop Grumman Business Analyst salaries,"Kansas City, Missouri Area","$71,500/yr",52000,98200
Northrop Grumman Business Analyst salaries,"Indianapolis, Indiana Area","$71,300/yr",51900,98000
Northrop Grumman Data Analyst salaries,Greater New York City Area,"$71,100/yr",51700,97700
Northrop Grumman Data Analyst salaries,Greater Los Angeles Area,"$68,000/yr",49500,93500
Northrop Grumman Data Analyst salaries,San Francisco Bay Area,"$79,600/yr",58000,109000
Northrop Grumman Data Analyst salaries,Greater Chicago Area,"$65,200/yr",47500,89600
Northrop Grumman Data Analyst salaries,Dallas/Fort Worth Area,"$64,000/yr",46600,87900
Northrop Grumman Data Analyst salaries,Greater Atlanta Area,"$62,600/yr",45600,86100
Northrop Grumman Data Analyst salaries,Greater Denver Area,"$64,600/yr",47000,88800
Northrop Grumman Data Analyst salaries,Greater Salt Lake City Area,"$59,300/yr",43200,81500
Northrop Grumman Data Analyst salaries,"Raleigh-Durham, North Carolina Area","$62,200/yr",45300,85500
Northrop Grumman Data Analyst salaries,"Kansas City, Missouri Area","$60,000/yr",43700,82400
Northrop Grumman Data Analyst salaries,Greater New Orleans Area,"$60,100/yr",43700,82500
Northrop Grumman Data Analyst salaries,"Rockford, Illinois Area","$58,400/yr",42500,80200
Northrop Grumman Data Analyst salaries,"Macon, Georgia Area","$54,600/yr",39800,75000
Northrop Grumman Data Analyst salaries,"Rapid City, South Dakota Area","$52,800/yr",38400,72600
Northrop Grumman Data Analyst salaries,"Salinas, California Area","$68,600/yr",49900,94200
Northrop Grumman Business Consultant salaries,"Kansas City, Missouri Area","$77,100/yr",56100,106000
Northrop Grumman Database Analyst salaries,"Kansas City, Missouri Area","$71,400/yr",51900,98000
Northrop Grumman Data Management Analyst salaries,Greater Minneapolis-St. Paul Area,"$64,000/yr",46600,88000
Northrop Grumman Data Management Analyst salaries,"Austin, Texas Area","$63,800/yr",46400,87600
Northrop Grumman Data Management Analyst salaries,Greater Salt Lake City Area,"$59,200/yr",43100,81400
Northrop Grumman Data Management Analyst salaries,"Burlington, Vermont Area","$57,300/yr",41700,78700
Northrop Grumman Data Management Analyst salaries,"Lawrence, Kansas Area","$55,100/yr",40100,75700
DXC Technology Business Analyst salaries,"Houston, Texas Area","$68,300/yr",49300,94600
DXC Technology Business Analyst salaries,Greater Denver Area,"$64,400/yr",46500,89200
DXC Technology Business Analyst salaries,Greater Detroit Area,"$62,800/yr",45400,87100
DXC Technology Business Analyst salaries,Miami/Fort Lauderdale Area,"$60,600/yr",43700,83900
DXC Technology Business Analyst salaries,"Phoenix, Arizona Area","$61,700/yr",44500,85400
DXC Technology Business Analyst salaries,"Austin, Texas Area","$62,900/yr",45400,87100
DXC Technology Business Analyst salaries,"Portland, Oregon Area","$64,400/yr",46500,89100
DXC Technology Business Analyst salaries,"Charlotte, North Carolina Area","$61,800/yr",44600,85600
DXC Technology Business Analyst salaries,"Tampa/St. Petersburg, Florida Area","$58,600/yr",42300,81200
DXC Technology Business Analyst salaries,"Kansas City, Missouri Area","$59,800/yr",43200,82800
DXC Technology Business Analyst salaries,"Indianapolis, Indiana Area","$59,700/yr",43100,82600
DXC Technology Business Analyst salaries,"San Antonio, Texas Area","$60,000/yr",43300,83100
DXC Technology Business Analyst salaries,"Fort Wayne, Indiana Area","$55,000/yr",39700,76100
DXC Technology Business Analyst salaries,"Burlington, Vermont Area","$57,900/yr",41800,80100
DXC Technology Business Analyst salaries,"Roanoke, Virginia Area","$56,200/yr",40600,77900
DXC Technology Business Analyst salaries,"Wilmington, North Carolina Area","$55,300/yr",39900,76600
DXC Technology Business Analyst salaries,"Lancaster, Pennsylvania Area","$58,400/yr",42200,81000
DXC Technology Data Analyst salaries,Greater New York City Area,"$59,400/yr",42900,82300
DXC Technology Data Analyst salaries,Greater Los Angeles Area,"$56,900/yr",41100,78800
DXC Technology Data Analyst salaries,Dallas/Fort Worth Area,"$53,500/yr",38600,74100
DXC Technology Data Analyst salaries,Greater Detroit Area,"$52,700/yr",38100,73000
DXC Technology Data Analyst salaries,"Phoenix, Arizona Area","$51,700/yr",37300,71700
DXC Technology Data Analyst salaries,"Greater Nashville Area, TN","$49,300/yr",35600,68300
DXC Technology Data Analyst salaries,"Burlington, Vermont Area","$48,500/yr",35000,67200
DXC Technology Data Analyst salaries,"Springfield, Illinois Area","$49,600/yr",35800,68700
DXC Technology Business Consultant salaries,Greater New York City Area,"$76,400/yr",55200,106000
DXC Technology Business Consultant salaries,Greater Los Angeles Area,"$73,200/yr",52800,101000
DXC Technology Business Consultant salaries,Dallas/Fort Worth Area,"$68,800/yr",49700,95300
DXC Technology Business Consultant salaries,Greater Atlanta Area,"$67,400/yr",48600,93300
DXC Technology Business Consultant salaries,"Houston, Texas Area","$73,700/yr",53200,102000
DXC Technology Business Consultant salaries,Greater Minneapolis-St. Paul Area,"$69,700/yr",50300,96500
DXC Technology Business Consultant salaries,Greater Detroit Area,"$67,800/yr",48900,93900
DXC Technology Business Consultant salaries,"Austin, Texas Area","$67,900/yr",49000,94000
DXC Technology Business Consultant salaries,"Charlotte, North Carolina Area","$66,700/yr",48100,92300
DXC Technology Business Consultant salaries,"Kansas City, Missouri Area","$64,500/yr",46600,89300
DXC Technology Business Consultant salaries,"Fort Myers, Florida Area","$58,700/yr",42400,81300
DXC Technology Business Consultant salaries,"Roanoke, Virginia Area","$61,800/yr",44600,85700
DXC Technology Business Consultant salaries,"Pensacola, Florida Area","$58,800/yr",42400,81400
DXC Technology Business Consultant salaries,"Wilmington, North Carolina Area","$60,900/yr",44000,84300
DXC Technology Business Consultant salaries,"Waco, Texas Area","$59,500/yr",42900,82400
DXC Technology Business Consultant salaries,"Kokomo, Indiana Area","$59,300/yr",42800,82100
Salesforce Business Analyst salaries,Greater Salt Lake City Area,"$81,000/yr",60300,109000
Salesforce Business Analyst salaries,"Indianapolis, Indiana Area","$81,700/yr",60800,110000
Salesforce Data Analyst salaries,Greater New York City Area,"$81,400/yr",60600,109000
Salesforce Data Analyst salaries,San Francisco Bay Area,"$91,200/yr",67800,123000
Salesforce Data Analyst salaries,Greater Boston Area,"$77,900/yr",57900,105000
Salesforce Data Analyst salaries,Greater Seattle Area,"$80,700/yr",60100,109000
Salesforce Data Analyst salaries,Greater Minneapolis-St. Paul Area,"$74,200/yr",55200,99700
Salesforce Data Analyst salaries,"Portland, Oregon Area","$73,900/yr",55000,99400
Salesforce Data Analyst salaries,"Indianapolis, Indiana Area","$68,500/yr",51000,92100
Salesforce Business Consultant salaries,San Francisco Bay Area,"$117,000/yr",87200,158000
Salesforce Business Consultant salaries,Greater Chicago Area,"$96,100/yr",71500,129000
Salesforce Business Consultant salaries,Greater Boston Area,"$100,000/yr",74500,135000
Capital One Business Analyst salaries,Greater Seattle Area,"$92,200/yr",71200,119000
Capital One Business Analyst salaries,"Houston, Texas Area","$89,700/yr",69200,116000
Capital One Business Analyst salaries,Greater Denver Area,"$84,600/yr",65300,110000
Capital One Business Analyst salaries,Greater Detroit Area,"$82,500/yr",63700,107000
Capital One Business Analyst salaries,"Austin, Texas Area","$82,600/yr",63800,107000
